MOUSE ID,MOUSE SEX,MOUSE WEIGHT,REPLICATE #,INFESTATION DATE,TICK TREATMENT,TOTAL TICKS ADDED,TICK SPECIES,TICK #,TICK DROP-OFF DATE,DAYS FEEDING (UNTIL DROP-OFF),TICK WEIGHT,DID NOT MOLT,TICK WEIGHT (ADULT)
DB339,M,26.1,12,4/11/25,ADT,10,ADT,7,4/16/25,5,13.28,,7.99
DB339,M,26.1,12,4/11/25,ADT,10,ADT,8,4/16/25,5,19.12,,8.23
DB339,M,26.1,12,4/11/25,ADT,10,ADT,9,4/16/25,5,17.59,,7.63
DB340,M,16,12,4/11/25,GCT,10,GCT,1,4/17/25,6,19.53,,9.31
DB340,M,16,12,4/11/25,GCT,10,GCT,2,4/17/25,6,20.64,,14.89
DB340,M,16,12,4/11/25,GCT,10,GCT,3,4/17/25,6,18.76,,8.47
DB340,M,16,12,4/11/25,GCT,10,GCT,4,4/17/25,6,18.22,,8.25
DB340,M,16,12,4/11/25,GCT,10,GCT,5,4/17/25,6,17.88,,8
DB340,M,16,12,4/11/25,GCT,10,GCT,6,4/17/25,6,21.26,,9.77
DB340,M,16,12,4/11/25,GCT,10,GCT,7,4/17/25,6,16.76,,7.58
DB340,M,16,12,4/11/25,GCT,10,GCT,8,4/18/25,7,21.93,,11.12
DB340,M,16,12,4/11/25,GCT,10,GCT,9,4/18/25,7,16.25,,7.69
DB340,M,16,12,4/11/25,GCT,10,GCT,10,4/18/25,7,24.22,,5.05
DB341,M,18,12,4/11/25,BLTxADT,10,BLT,1,4/14/25,3,4.47,1,
DB341,M,18,12,4/11/25,BLTxADT,10,BLT,2,4/16/25,5,4.62,,1.75
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,1,4/16/25,5,14.99,,7.09
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,2,4/16/25,5,21.06,,16.11
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,3,4/16/25,5,14.2,1,
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,4,4/16/25,5,18.78,,9.11
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,5,4/16/25,5,12.33,,5.7
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,1,4/15/25,4,2.5,,0.87
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,2,4/15/25,4,2.24,,1.03
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,3,4/15/25,4,2.62,1,
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,4,4/17/25,6,5.83,,2.68
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,1,4/17/25,6,21.8,,10.03
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,2,4/17/25,6,17.66,,8.96
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,3,4/17/25,6,22.74,,11.01
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,4,4/18/25,7,27.33,,13.13
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,1,4/15/25,4,16.51,,7.44
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,2,4/17/25,6,18.21,,12.38
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,3,4/16/25,5,12.19,1,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,4,4/16/25,5,19.01,,8.96
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,5,4/16/25,5,11.35,,5.29
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,1,4/17/25,6,17.72,,8.34
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,2,4/18/25,7,18.71,,8.64
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,3,4/18/25,7,28.59,1,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,4,4/18/25,7,20.16,,9.58
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,5,4/18/25,7,18.56,,9.15
BK96,F,18.2,13,4/18/25,BLT,10,BLT,1,4/21/25,3,5.38,,2.01
BK96,F,18.2,13,4/18/25,BLT,10,BLT,2,4/21/25,3,2.56,,1.1
BK96,F,18.2,13,4/18/25,BLT,10,BLT,3,4/21/25,3,2.89,,1.25
BK96,F,18.2,13,4/18/25,BLT,10,BLT,4,4/22/25,4,2.93,,1.24
BK96,F,18.2,13,4/18/25,BLT,10,BLT,5,4/22/25,4,2.35,,1
BK96,F,18.2,13,4/18/25,BLT,10,BLT,6,4/22/25,4,2.15,,1.03
BK96,F,18.2,13,4/18/25,BLT,10,BLT,7,4/22/25,4,3.78,,1.77
BK96,F,18.2,13,4/18/25,BLT,10,BLT,8,4/22/25,4,4.73,,2.04
BK96,F,18.2,13,4/18/25,BLT,10,BLT,9,4/22/25,4,4.52,1,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,10,4/22/25,4,2.02,,0.95
BK105,F,20.1,13,4/18/25,ADT,10,ADT,1,4/22/25,4,21.68,,10.28
BK105,F,20.1,13,4/18/25,ADT,10,ADT,2,4/22/25,4,14.3,,6.29
BK105,F,20.1,13,4/18/25,ADT,10,ADT,3,4/23/25,5,14.36,1,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,4,4/23/25,5,18.94,,8.78
BK105,F,20.1,13,4/18/25,ADT,10,ADT,5,4/23/25,5,16.85,,7.69
BK105,F,20.1,13,4/18/25,ADT,10,ADT,6,4/23/25,5,20.73,,9.3
BK105,F,20.1,13,4/18/25,ADT,10,ADT,7,4/23/25,5,16.79,,8.62
BK105,F,20.1,13,4/18/25,ADT,10,ADT,8,4/23/25,5,13.84,,5.91
BK105,F,20.1,13,4/18/25,ADT,10,ADT,9,4/24/25,6,10.24,,3.99
BK105,F,20.1,13,4/18/25,ADT,10,ADT,10,4/24/25,6,12.27,,5.72
BK94,F,17.9,13,4/18/25,GCT,10,GCT,1,4/23/25,5,19.96,,9.52
BK94,F,17.9,13,4/18/25,GCT,10,GCT,2,4/24/25,6,11.86,,5.8
BK94,F,17.9,13,4/18/25,GCT,10,GCT,3,4/24/25,6,11.25,,5.44
BK94,F,17.9,13,4/18/25,GCT,10,GCT,4,4/24/25,6,19.83,,9.7
BK94,F,17.9,13,4/18/25,GCT,10,GCT,5,4/24/25,6,21.32,,9.97
BK94,F,17.9,13,4/18/25,GCT,10,GCT,6,4/24/25,6,18.41,,9.56
BK94,F,17.9,13,4/18/25,GCT,10,GCT,7,4/24/25,6,21.72,,10.46
BK94,F,17.9,13,4/18/25,GCT,10,GCT,8,4/24/25,6,17.9,,8.33
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,1,4/22/25,4,5.15,,2.33
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,2,4/22/25,4,1.9,,0.53
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,3,4/22/25,4,5.57,,2.72
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,4,4/22/25,4,2.41,,1.2
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,5,4/23/25,5,4.16,,1.93
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,1,4/22/25,4,17.42,,7.77
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,2,4/23/25,5,16.15,,7.91
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,3,4/23/25,5,17.01,,7.97
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,4,4/23/25,5,18.75,,8.95
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,5,4/23/25,5,15.28,,7.3
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,1,4/21/25,3,2.91,,1.08
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,2,4/22/25,4,4.78,1,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,3,4/22/25,4,2.91,,1.18
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,1,4/25/25,7,18.63,,9.28
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,2,4/25/25,7,21.37,,10.14
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,3,4/25/25,7,21.04,,11.37
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,4,4/24/25,6,25.2,,13.68
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,5,4/24/25,6,21.94,,10.57
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,1,4/22/25,4,16.59,,7.15
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,2,4/23/25,5,15.78,,6.8
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,3,4/23/25,5,10.64,,5
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,4,4/23/25,5,15.02,,12.21
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,5,4/23/25,5,13.5,,6.43
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,1,4/25/25,7,25.27,,12.07
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,2,4/25/25,7,23.05,,13.41
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,3,4/24/25,6,21.17,,10.71
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,4,4/24/25,6,25.61,,9.42
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,5,4/24/25,6,17.36,,14.62
DB346,M,20.8,14,4/18/25,BLT,10,BLT,1,4/21/25,3,2.94,,1.19
DB346,M,20.8,14,4/18/25,BLT,10,BLT,2,4/22/25,4,2.55,,0.75
DB346,M,20.8,14,4/18/25,BLT,10,BLT,3,4/22/25,4,4.09,,1.76
DB346,M,20.8,14,4/18/25,BLT,10,BLT,4,4/22/25,4,5.31,1,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,5,4/22/25,4,5.54,,2.43
DB346,M,20.8,14,4/18/25,BLT,10,BLT,6,4/22/25,4,4.58,,1.96
DB346,M,20.8,14,4/18/25,BLT,10,BLT,7,4/22/25,4,2.33,,1.08
DB346,M,20.8,14,4/18/25,BLT,10,BLT,8,4/23/25,5,4.4,,1.47
DB346,M,20.8,14,4/18/25,BLT,10,BLT,9,4/23/25,5,4.65,,2.18
DB346,M,20.8,14,4/18/25,BLT,10,BLT,10,4/23/25,5,4.43,,1.93
DB358,M,30.1,14,4/18/25,ADT,10,ADT,1,4/22/25,4,15.32,,7.62
DB358,M,30.1,14,4/18/25,ADT,10,ADT,2,4/22/25,4,9.91,,4.33
DB358,M,30.1,14,4/18/25,ADT,10,ADT,3,4/23/25,5,11.14,,4.86
DB358,M,30.1,14,4/18/25,ADT,10,ADT,4,4/23/25,5,19.16,1,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,5,4/23/25,5,17.07,,8.19
DB358,M,30.1,14,4/18/25,ADT,10,ADT,6,4/23/25,5,18.12,,8.15
DB358,M,30.1,14,4/18/25,ADT,10,ADT,7,4/23/25,5,15.25,,5.75
DB358,M,30.1,14,4/18/25,ADT,10,ADT,8,4/23/25,5,17.31,,8.56
DB358,M,30.1,14,4/18/25,ADT,10,ADT,9,4/23/25,5,17.22,,7.68
DB358,M,30.1,14,4/18/25,ADT,10,ADT,10,4/23/25,5,20.47,,9.9
DB347,M,17.6,14,4/18/25,GCT,10,GCT,1,4/25/25,7,20.07,,9.95
DB347,M,17.6,14,4/18/25,GCT,10,GCT,2,4/25/25,7,16.87,,8.05
DB347,M,17.6,14,4/18/25,GCT,10,GCT,3,4/25/25,7,12.77,,6.08
DB347,M,17.6,14,4/18/25,GCT,10,GCT,4,4/24/25,6,21.99,,10.7
DB347,M,17.6,14,4/18/25,GCT,10,GCT,5,4/24/25,6,11.99,,5.88
DB347,M,17.6,14,4/18/25,GCT,10,GCT,6,4/24/25,6,13.29,,6.45
DB347,M,17.6,14,4/18/25,GCT,10,GCT,7,4/24/25,6,18.31,,8.57
DB347,M,17.6,14,4/18/25,GCT,10,GCT,8,4/24/25,6,17.81,,8.63
DB347,M,17.6,14,4/18/25,GCT,10,GCT,9,4/24/25,6,20.7,,9.46
DB347,M,17.6,14,4/18/25,GCT,10,GCT,10,4/24/25,6,13.1,,6.3
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,1,4/21/25,3,2.7,,1.11
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,2,4/22/25,4,2.95,,1.25
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,3,4/22/25,4,2.01,,0.79
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,4,4/23/25,5,2.37,,1.09
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,1,4/22/25,4,12.76,,6.17
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,2,4/23/25,5,11.47,,3.87
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,3,4/23/25,5,11.89,1,
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,4,4/23/25,5,17.69,1,
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,5,4/23/25,5,20.36,1,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,1,4/22/25,4,5.54,,2.18
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,2,4/22/25,4,2.67,,1.3
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,3,4/22/25,4,2.88,,1.14
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,4,4/22/25,4,2.51,,1.09
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,1,4/25/25,7,16.73,,8.14
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,2,4/25/25,7,16.79,,8.05
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,3,4/25/25,7,20.2,,9.67
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,4,4/25/25,7,21.08,,10.02
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,5,4/25/25,7,21.1,,10.42
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,1,4/23/25,5,18.25,1,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,2,4/23/25,5,15.56,1,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,3,4/23/25,5,18.68,,7.48
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,4,4/23/25,5,12.12,1,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,1,4/25/25,7,17.18,,8.89
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,2,4/25/25,7,13.69,,6.09
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,3,4/24/25,6,16.08,,7.3
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,4,4/24/25,6,22.23,,10.59
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,5,4/24/25,6,13.86,,7.04
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/29/25,4,2.28,,0.87
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/29/25,4,2.1,,0.85
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/29/25,4,4.35,,1.86
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,BLT,4,4/29/25,4,2.04,,0.79
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,,17.53,,9.28
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/30/25,,14.28,,7.65
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,18.71,,9.04
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/2/25,7,13.19,,6.84
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,16.68,,9.55
DB348,M,18.3,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,23.64,,14.5
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/29/25,4,4.4,,1.92
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/29/25,4,2.21,,1.09
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,19.21,,9.81
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,16.03,,8.25
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,15.66,,8.03
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/30/25,5,15.37,,7.05
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,22.65,,12.38
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,20.17,,12.44
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,25.1,,13.31
DB349,M,20.3,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,20.21,,13.21
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,2.76,,1.14
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/28/25,3,16.25,,7.58
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,18.67,,9.34
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,16.28,1,
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,17.47,,8.77
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,GCT,1,4/30/25,5,22.54,,10.66
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/2/25,7,22.5,,15.1
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,17.36,,10.52
DB350,M,21.1,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/1/25,6,22.84,,12.73
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,4.61,,1.71
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/28/25,3,2.7,,0.96
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/28/25,3,2.54,,0.97
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,20.18,,10.74
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,17.36,,8.85
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,12.88,,6.22
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,15.02,,7.58
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,17.91,,10.97
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,2.31,1,
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/1/25,6,24.71,,19.04
DB362,M,22.3,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/1/25,6,23.47,,14.47
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/29/25,4,2.25,,1.2
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/29/25,4,2.44,,1.34
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,18.78,,8.62
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,14.92,,7.11
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,17.87,,9.91
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,19.89,,8.95
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,23.95,,12.6
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,16.78,,8.33
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/1/25,6,21.15,,12.28
DB367,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,18.8,1,
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,2.83,,1.09
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/28/25,3,2.79,,1.29
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/28/25,3,2.85,,1.29
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,18.91,,8.25
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,16.65,,8.35
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,16.09,,8.11
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,20.2,,10.14
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,1,4/30/25,5,23.82,,13
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,21.16,,11.54
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,17.76,,11.58
DB368,M,27.4,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,21.72,,14.3
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,5.61,,2.14
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/28/25,3,4.97,1,
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,19.2,,9.48
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,20.77,,10.21
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,16.37,,7.97
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,21.46,,10.55
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,20.93,,13.42
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,17,,12.24
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/1/25,6,15.61,,8.84
DB369,M,17.5,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,6.78,,3.66
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/29/25,4,5.79,,2.23
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/29/25,4,5.04,,1.93
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/29/25,4,4.77,,1.94
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,BLT,4,4/29/25,4,5.03,,2.05
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/30/25,5,16.38,1,
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/30/25,5,19.83,,10.13
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/30/25,5,20.6,,10.39
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,16.4,,8.77
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,24.24,,15.25
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,22.24,,11.74
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/1/25,6,21.63,,12.48
BK101,F,20.6,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,22.42,,13.1
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,5.08,,1.86
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/28/25,3,2.86,,0.99
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/29/25,4,4.99,1,
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,BLT,4,4/29/25,4,2.64,,1.21
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,13.27,,6.64
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,20.89,,10.73
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,15.51,,7.13
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,13.85,,6.58
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/2/25,7,22.01,,12.52
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/2/25,7,18.39,,11.84
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,19.82,,12.78
BK102,F,24.1,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,20.09,,10.94
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,5.02,,1.93
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/28/25,3,2.72,,0.97
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/29/25,4,2.58,,0.97
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,BLT,4,4/29/25,4,5.34,,2.22
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,16.35,,8.14
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/30/25,5,18.04,1,
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/30/25,5,17.16,,9.5
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/30/25,5,18.14,,9.36
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/2/25,7,21.69,,12.52
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/2/25,7,14.79,,8.7
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,20.17,,12.23
BK103,F,17.2,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,13.64,,8.5
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,4.66,,1.85
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/28/25,3,4.88,,1.79
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/28/25,3,2.6,,0.96
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,20.88,,10.52
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,17.15,,10.22
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,19.77,,9.96
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,22.79,,11.72
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,15.63,,8.85
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/2/25,7,22.07,,15.53
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,25.12,,14.25
BK117,F,19.3,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,25.04,,15.56
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/28/25,3,2.93,,1.09
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/29/25,4,4.59,,1.89
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/29/25,4,3.87,,1.64
