MOUSE ID,MOUSE SEX,MOUSE WEIGHT,REPLICATE #,INFESTATION DATE,TICK TREATMENT,TOTAL TICKS ADDED,TICK SPECIES,TICK #,TICK DROP-OFF DATE,DAYS FEEDING (UNTIL DROP-OFF),TICK WEIGHT,DID NOT MOLT,TICK WEIGHT (ADULT)
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,BLT,4,4/30/25,5,3.43,,1.53
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,18.12,,9.24
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,18.41,,8.71
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,18.98,,9.43
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/29/25,4,20.05,,10.38
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,26.37,,18.74
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/2/25,7,24.19,,14.99
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,17.76,,9.57
BK118,F,17.7,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,16.3,,9.82
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/29/25,4,2.03,,0.81
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/29/25,4,4.18,,1.9
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,BLT,3,4/29/25,4,5.33,,2.17
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,BLT,4,4/29/25,4,2.33,,0.91
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,14.81,,7.33
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,19.22,,9.5
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/30/25,5,10,,4.86
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/30/25,5,16.55,,6.46
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,GCT,1,5/1/25,6,19.77,,11.23
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,13.89,,7.31
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/2/25,7,21.29,,12.63
BK119,F,19.4,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,18.85,,12.61
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,BLT,1,4/29/25,4,4.57,,2.02
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,BLT,2,4/29/25,4,2.5,,1.22
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,ADT,1,4/29/25,4,17.55,,8.33
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,ADT,2,4/29/25,4,16.72,,8.91
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,ADT,3,4/29/25,4,18.18,,8.75
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,ADT,4,4/30/25,5,10.39,,4.52
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,GCT,1,4/30/25,5,17.17,,8.67
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,GCT,2,5/1/25,6,15.44,,8.26
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,GCT,3,5/1/25,6,21.1,,12.35
BK131,F,15.9,15,4/25/25,BLTxADTxGCT,12,GCT,4,5/2/25,7,21.31,,11.87
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
