Trial Name ,Replicate #,Day,Arena,"Trial length (hours, pasted values)",Mouse ID,Mouse treatment,Mouse sex,BLT added to sock,Initial BLT (assumed on mouse; post sock infestation),Final BLT (# of ticks found on mouse),BLT % tick attachment,BLT_EAR,BLT_NOSE,BLT_EYES,BLT_CHIN,BLT_NECK,BLT_BACK,BLT_FACE,BLT_ARMS,BLT_TAIL,GCT added to sock,Initial GCT (assumed on mouse; post sock infestation),Final GCT (# of ticks found on mouse),GCT % tick attachment,GCT_NOSE,GCT_EARS,GCT_EYES,GCT_FACE,GCT_TOES,GCT_NECK,GCT_BACK,Distance moved (cm),Groom Freq (# of times grooming),Groom Cumulative Duration (sec),Proportion of Time Grooming,Groom Cumulative Duration (hours),Groom freq per hour (# of separate grooming bouts per hour),Percent time grooming,NOTES,BLT TICK SOURCE,GCT TICK SOURCE
40,9,2,2,23.75,DB305,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,33127.4,289,4394.03,0.051392164,1.22,12.17,10.03,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
40,9,2,3,23.75,DB306,BLT,M,30,11,1,9.09%,1,,,,,,,,,0,,,,,,,,,,,20067.6,272,3928.76,0.045950409,1.09,11.45,9.53,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
40,9,2,4,23.75,DB311,BLTxGCT,M,15,3,1,33.33%,1,,,,,,,,,15,6,4,66.67%,,4,,,,,,35424.2,400,9704.97,0.113508421,2.70,16.84,16.01,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
41,9,4,1,24.50,DB304,GCT,M,0,,,,,,,,,,,,,30,22,8,36.36%,,6,,,,,,31576.5,451,6638.07,0.075261565,1.84,18.41,10.02,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
41,9,4,2,24.50,DB305,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,31350.3,174,2237.7,0.025370748,0.62,7.10,8.75,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
41,9,4,3,24.50,DB306,BLT,M,30,11,1,9.09%,1,,,,,,,,,0,,,,,,,,,,,9292.12,246,4315.15,0.048924603,1.20,10.04,11.94,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
41,9,4,4,24.50,DB311,BLTxGCT,M,15,3,1,33.33%,0,,,,,,,,,15,6,4,66.67%,,3,,,,,,51087,627,15928.6,0.180596372,4.42,25.59,17.29,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
42,9,5,1,25.75,DB304,GCT,M,0,,,,,,,,,,,,,30,22,8,36.36%,,4,,,,,,15479.8,323,5581.18,0.060206904,1.55,12.54,12.36,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
42,9,5,2,25.75,DB305,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,8331.14,34,385.686,0.004160583,0.11,1.32,8.11,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
42,9,5,3,25.75,DB306,BLT,M,30,11,1,9.09%,1,,,,,,,,,0,,,,,,,,,,,5778.75,87,1214.71,0.013103668,0.34,3.38,9.99,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
42,9,5,4,25.75,DB311,BLTxGCT,M,15,3,1,33.33%,0,,,,,,,,,15,6,4,66.67%,,2,,,,,,21820.5,240,5631,0.060744337,1.56,9.32,16.78,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
43,9,6,1,21.25,DB304,GCT,M,0,,,,,,,,,,,,,30,22,8,36.36%,,4,,,,,,21237.8,421,6335.7,0.082819608,1.76,19.81,8.88,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
43,9,6,2,21.25,DB305,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,29592.4,359,7020.39,0.091769804,1.95,16.89,11.54,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
43,9,6,3,21.25,DB306,BLT,M,30,11,1,9.09%,1,,,,,,,,,0,,,,,,,,,,,9817.28,126,2030.9,0.026547712,0.56,5.93,9.51,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
