Trial Name ,Replicate #,Day,Arena,"Trial length (hours, pasted values)",Mouse ID,Mouse treatment,Mouse sex,BLT added to sock,Initial BLT (assumed on mouse; post sock infestation),Final BLT (# of ticks found on mouse),BLT % tick attachment,BLT_EAR,BLT_NOSE,BLT_EYES,BLT_CHIN,BLT_NECK,BLT_BACK,BLT_FACE,BLT_ARMS,BLT_TAIL,GCT added to sock,Initial GCT (assumed on mouse; post sock infestation),Final GCT (# of ticks found on mouse),GCT % tick attachment,GCT_NOSE,GCT_EARS,GCT_EYES,GCT_FACE,GCT_TOES,GCT_NECK,GCT_BACK,Distance moved (cm),Groom Freq (# of times grooming),Groom Cumulative Duration (sec),Proportion of Time Grooming,Groom Cumulative Duration (hours),Groom freq per hour (# of separate grooming bouts per hour),Percent time grooming,NOTES,BLT TICK SOURCE,GCT TICK SOURCE
3,3,2,3,22.00,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,47252.8,,,,,,,,OK,OK
4,3,3,1,27.00,DB307,GCT,M,0,,,,,,,,,,,,,30,10,2,20.00%,,0,0,,,,,3801.52,63,1460.86,0.015029424,0.41,2.33,17.39,,OK,OK
4,3,3,2,27.00,DB308,BLTxGCT,M,15,0,0,0.00%,,,,,,,,,,15,6,0,0.00%,,,,,,,,4716.19,66,1947.78,0.020038889,0.54,2.44,22.13,,OK,OK
4,3,3,3,27.00,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,2875.76,44,1475.14,0.015176337,0.41,1.63,25.14,,OK,OK
4,3,3,4,27.00,DB310,BLT,M,30,8,1,12.50%,1,,,,,,,,,0,,,,,,,,,,,4001.47,62,1753.79,0.018043107,0.49,2.30,21.22,,OK,OK
5,3,4,1,23.50,DB307,GCT,M,0,,,,,,,,,,,,,30,10,2,20.00%,,0,0,,,,,43146.4,363,5125.19,0.060581442,1.42,15.45,9.22,,OK,OK
5,3,4,2,23.50,DB308,BLTxGCT,M,15,0,0,0.00%,,,,,,,,,,15,6,0,0.00%,,,,,,,,49067.6,661,14573.6,0.172264775,4.05,28.13,14.39,,OK,OK
5,3,4,3,23.50,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,39421,131,1520.29,0.017970331,0.42,5.57,7.58,,OK,OK
5,3,4,4,23.50,DB310,BLT,M,30,8,1,12.50%,1,,,,,,,,,0,,,,,,,,,,,68476.5,626,11126.9,0.131523641,3.09,26.64,11.60,,OK,OK
6,4,0,1,23.25,R270,BLT,F,30,13,9,69.23%,,,,,,,,,,0,,,,,,,,,,,66359.7,,,,,,,,OK,OK
6,4,0,2,23.25,R271,BLTxGCT,F,15,4,2,50.00%,,,,,,,,,,15,2,2,100.00%,,,,,,,,60928.9,,,,,,,,OK,OK
6,4,0,3,23.25,R272,GCT,F,0,,,,,,,,,,,,,30,15,0,0.00%,,,,,,,,44874.6,,,,,,,,OK,OK
6,4,0,4,23.25,R274,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,64685.4,,,,,,,,OK,OK
7,4,1,1,24.00,R270,BLT,F,30,13,9,69.23%,,,,,,,,,,0,,,,,,,,,,,41842.9,492,10770.7,0.12466088,2.99,20.50,14.59,,OK,OK
7,4,1,2,24.00,R271,BLTxGCT,F,15,4,2,50.00%,,,,,,,,,,15,2,2,100.00%,,,,,,,,56729.3,400,6783.65,0.078514468,1.88,16.67,11.31,,OK,OK
7,4,1,3,24.00,R272,GCT,F,0,,,,,,,,,,,,,30,15,0,0.00%,,,,,,,,35372.6,532,9569.37,0.110756597,2.66,22.17,11.99,,OK,OK
7,4,1,4,24.00,R274,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,27974.4,194,3737.1,0.043253472,1.04,8.08,12.84,,OK,OK
8,4,2,1,23.50,R270,BLT,F,30,13,9,69.23%,3,,3,1,2,,,,,0,,,,,,,,,,,21265.5,296,6954.92,0.082209456,1.93,12.60,15.34,,OK,OK
8,4,2,2,23.50,R271,BLTxGCT,F,15,4,2,50.00%,1,,,,,,,,,15,2,2,100.00%,,1,1,,,,,28376.9,257,5203.87,0.061511466,1.45,10.94,13.22,,OK,OK
8,4,2,3,23.50,R272,GCT,F,0,,,,,,,,,,,,,30,15,0,0.00%,,,,,,,,20668.3,321,5985.89,0.070755201,1.66,13.66,12.17,,OK,OK
8,4,2,4,23.50,R274,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,30482.6,155,3755.09,0.044386407,1.04,6.60,15.81,,OK,OK
9,4,3,1,24.25,R270,BLT,F,30,13,9,69.23%,2,,3,1,2,,,,,0,,,,,,,,,,,12229.7,179,4517.85,0.051750859,1.25,7.38,17.00,,OK,OK
9,4,3,2,24.25,R271,BLTxGCT,F,15,4,2,50.00%,1,,,,,,,,,15,2,2,100.00%,,1,1,,,,,18292,233,4505.14,0.051605269,1.25,9.61,13.02,,OK,OK
9,4,3,3,24.25,R272,GCT,F,0,,,,,,,,,,,,,30,15,0,0.00%,,,,,,,,13888.3,258,5348.48,0.061265521,1.49,10.64,13.96,,OK,OK
9,4,3,4,24.25,R274,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,15377.2,126,1727.63,0.019789576,0.48,5.20,9.24,,OK,OK
10,4,4,1,20.00,R270,BLT,F,30,13,9,69.23%,2,,3,1,2,,,,,0,,,,,,,,,,,11622.5,161,2789.39,0.038741528,0.77,8.05,9.63,,OK,OK
10,4,4,2,20.00,R271,BLTxGCT,F,15,4,2,50.00%,1,,,,,,,,,15,2,2,100.00%,,1,1,,,,,33216.7,446,12011.6,0.166827778,3.34,22.30,14.96,,OK,OK
10,4,4,3,20.00,R272,GCT,F,0,,,,,,,,,,,,,30,15,0,0.00%,,,,,,,,16046.8,188,3140.07,0.043612083,0.87,9.40,9.28,,OK,OK
11,4,5,1,26.50,R270,BLT,F,30,13,9,69.23%,2,,3,1,2,,,,,0,,,,,,,,,,,23889.2,355,9463.2,0.099194969,2.63,13.40,19.62,,OK,OK
11,4,5,2,26.50,R271,BLTxGCT,F,30,4,2,50.00%,1,,,,,,,,,0,2,2,100.00%,,1,0,,,,,38463.7,543,16131.7,0.169095388,4.48,20.49,21.87,,OK,OK
11,4,5,3,26.50,R272,GCT,F,0,,,,,,,,,,,,,15,15,0,0.00%,,,,,,,,24914.2,329,6426.39,0.067362579,1.79,12.42,14.38,,OK,OK
11,4,5,4,26.50,R274,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,15503.3,209,6066.1,0.063585954,1.69,7.89,21.37,,OK,OK
12,4,6,1,23.00,R270,BLT,F,30,13,9,69.23%,0,,0,0,0,,,,,0,,,,,,,,,,,7082.27,107,2504.3,0.030245169,0.70,4.65,14.95,,OK,OK
12,4,6,2,23.00,R271,BLTxGCT,F,30,4,2,50.00%,0,,,,,,,,,0,2,2,100.00%,,0,0,,,,,25049.7,318,7037.27,0.084991184,1.95,13.83,14.14,,OK,OK
12,4,6,3,23.00,R272,GCT,F,0,,,,,,,,,,,,,15,15,0,0.00%,,,,,,,,6054.81,90,2186.89,0.026411715,0.61,3.91,15.52,,OK,OK
12,4,6,4,23.00,R274,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,26680.8,309,10845.1,0.130979469,3.01,13.43,22.42,,OK,OK
13,5,0,1,21.75,DB260,BLT,M,30,8,4,50.00%,,,,,,,,,,0,,,,,,,,,,,62319.6,456,8306.31,0.106083142,2.31,20.97,11.01,,OK,OK
13,5,0,2,21.75,DB266,GCT,M,0,,,,,,,,,,,,,30,25,11,44.00%,,,,,,,,66763,315,4986.45,0.063683908,1.39,14.48,9.56,,OK,OK
13,5,0,3,21.75,DB281,BLTxGCT,M,15,7,7,100.00%,,,,,,,,,,15,11,2,18.18%,,,,,,,,26361.6,284,4836,0.061762452,1.34,13.06,10.29,,OK,OK
13,5,0,4,21.75,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,46149.1,202,3225.43,0.041193231,0.90,9.29,9.65,,OK,OK
14,5,1,1,21.75,DB260,BLT,M,30,8,4,50.00%,,,,,,,,,,0,,,,,,,,,,,37629.1,333,8222.16,0.105008429,2.28,15.31,14.92,,OK,OK
14,5,1,2,21.75,DB266,GCT,M,0,,,,,,,,,,,,,30,25,11,44.00%,,,,,,,,38625.6,548,11881.5,0.151743295,3.30,25.20,13.10,,OK,OK
14,5,1,3,21.75,DB281,BLTxGCT,M,15,7,7,100.00%,,,,,,,,,,15,11,2,18.18%,,,,,,,,37669.4,524,9710.38,0.12401507,2.70,24.09,11.20,,OK,OK
14,5,1,4,21.75,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,51657.5,276,3952.79,0.050482631,1.10,12.69,8.65,,OK,OK
15,5,2,1,21.75,DB260,BLT,M,30,8,4,50.00%,1,,1,1,,,,,,0,,,,,,,,,,,26962.2,343,10101.3,0.129007663,2.81,15.77,17.79,,OK,OK
15,5,2,2,21.75,DB266,GCT,M,0,,,,,,,,,,,,,30,25,11,44.00%,,11,,,,,,42998.2,671,13130.9,0.167699872,3.65,30.85,11.82,,OK,OK
15,5,2,3,21.75,DB281,BLTxGCT,M,15,7,7,100.00%,3,,,,,,,,1,15,11,2,18.18%,,2,,,,,,43243.4,433,6864.8,0.087673052,1.91,19.91,9.58,,OK,OK
15,5,2,4,21.75,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,45112.2,367,5620.85,0.071786079,1.56,16.87,9.25,,OK,OK
16,5,3,1,25.00,DB260,BLT,M,30,8,4,50.00%,1,,1,1,,,,,,0,,,,,,,,,,,28503.1,326,11645.9,0.129398889,3.23,13.04,24.81,,OK,OK
16,5,3,2,25.00,DB266,GCT,M,0,,,,,,,,,,,,,30,25,11,44.00%,,11,,,,,,44720.6,855,15779.4,0.175326667,4.38,34.20,12.82,,OK,OK
16,5,3,3,25.00,DB281,BLTxGCT,M,15,7,7,100.00%,3,,2,,,,,,1,15,11,2,18.18%,,2,,,,,,38783.8,431,9530,0.105888889,2.65,17.24,15.36,,OK,OK
16,5,3,4,25.00,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,24121.7,135,1479.78,0.016442,0.41,5.40,7.61,,OK,OK
17,5,4,1,24.00,DB260,BLT,M,30,8,4,50.00%,1,1,1,1,,,,,,0,,,,,,,,,,,52415.9,632,17108.2,0.198011574,4.75,26.33,18.05,,OK,OK
17,5,4,2,24.00,DB266,GCT,M,0,,,,,,,,,,,,,30,25,11,44.00%,,11,,,,,,52257.9,848,14445.3,0.167190972,4.01,35.33,11.36,,OK,OK
17,5,4,3,24.00,DB281,BLTxGCT,M,15,7,7,100.00%,3,1,1,,,,,,1,15,11,2,18.18%,,1,,,,,,39110.1,317,4890.09,0.056598264,1.36,13.21,10.28,,OK,OK
17,5,4,4,24.00,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,35221,262,3973.01,0.045983912,1.10,10.92,10.11,,OK,OK
18,5,5,1,24.00,DB260,BLT,M,30,8,4,50.00%,0,0,0,0,,,,,,0,,,,,,,,,,,29374.2,367,9036.3,0.104586806,2.51,15.29,16.41,,OK,OK
18,5,5,2,24.00,DB266,GCT,M,0,,,,,,,,,,,,,30,25,11,44.00%,,11,,,,,,47972.4,369,5487.52,0.063512963,1.52,15.38,9.91,,OK,OK
18,5,5,3,24.00,DB281,BLTxGCT,M,15,7,7,100.00%,2,1,0,,,,,,1,15,11,2,18.18%,,0,,,,,,22894.6,293,7229.03,0.083669329,2.01,12.21,16.45,,OK,OK
18,5,5,4,24.00,DB309,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,21820.8,186,2079.71,0.024070718,0.58,7.75,7.45,,OK,OK
19,6,0,1,20.50,R167,BLT,F,30,6,2,33.33%,,,,,,,,,,0,,,,,,,,,,,846895,649,11592.2,0.157075881,3.22,31.66,10.17,,WI,OK
19,6,0,2,20.50,R275,BLTxGCT,F,15,5,0,0.00%,,,,,,,,,,15,4,0,0.00%,,,,,,,,73637.3,165,1792.26,0.024285366,0.50,8.05,6.19,,WI,OK
19,6,0,3,20.50,R277,GCT,F,0,,,,,,,,,,,,,30,18,6,33.33%,,,,,,,,65746.9,615,11972.5,0.162228997,3.33,30.00,11.09,,WI,OK
19,6,0,4,20.50,R293,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,102202,634,9644.81,0.130688482,2.68,30.93,8.66,,WI,OK
20,6,1,1,23.50,R167,BLT,F,30,6,2,33.33%,,,,,,,,,,0,,,,,,,,,,,1362920,543,10578,0.125035461,2.94,23.11,12.72,,WI,OK
20,6,1,2,23.50,R275,BLTxGCT,F,15,5,0,0.00%,,,,,,,,,,15,4,0,0.00%,,,,,,,,22330.4,233,4187.45,0.049497045,1.16,9.91,11.73,,WI,OK
20,6,1,3,23.50,R277,GCT,F,0,,,,,,,,,,,,,30,18,6,33.33%,,,,,,,,46394.4,544,11467,0.135543735,3.19,23.15,13.76,,WI,OK
20,6,1,4,23.50,R293,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,75139.8,599,11675.9,0.138013002,3.24,25.49,12.72,,WI,OK
21,6,2,1,22.50,R167,BLT,F,30,6,2,33.33%,2,,,,,,,,,0,,,,,,,,,,,745066,383,8140.64,0.100501728,2.26,17.02,13.28,,WI,OK
21,6,2,2,22.50,R275,BLTxGCT,F,15,5,0,0.00%,,,,,,,,,,15,4,0,0.00%,,,,,,,,16408.7,230,4264.03,0.052642346,1.18,10.22,11.59,,WI,OK
21,6,2,3,22.50,R277,GCT,F,0,,,,,,,,,,,,,30,18,6,33.33%,,2,,,,,,39191.8,577,15672.1,0.193482716,4.35,25.64,16.98,,WI,OK
21,6,2,4,22.50,R293,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,39718.3,403,8346.81,0.103047037,2.32,17.91,12.94,,WI,OK
22,6,3,1,23.25,R167,BLT,F,30,6,2,33.33%,2,,,,,,,,,0,,,,,,,,,,,942681,380,7992.83,0.095493787,2.22,16.34,13.58,,WI,OK
22,6,3,2,23.25,R275,BLTxGCT,F,15,5,0,0.00%,,,,,,,,,,15,4,0,0.00%,,,,,,,,25332,96,1155.82,0.01380908,0.32,4.13,7.78,,WI,OK
22,6,3,3,23.25,R277,GCT,F,0,,,,,,,,,,,,,30,18,6,33.33%,,1,,,,,,24232.9,397,6610.74,0.078981362,1.84,17.08,10.75,,WI,OK
22,6,3,4,23.25,R293,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,41887.2,558,9783.72,0.116890323,2.72,24.00,11.32,,WI,OK
23,6,4,1,25.00,R167,BLT,F,30,6,2,33.33%,1,,,,,,,,,0,,,,,,,,,,,675210,450,8592.09,0.095467667,2.39,18.00,13.26,,WI,OK
23,6,4,2,25.00,R275,BLTxGCT,F,15,5,0,0.00%,,,,,,,,,,15,4,0,0.00%,,,,,,,,15333.4,207,2408.51,0.026761222,0.67,8.28,8.08,,WI,OK
23,6,4,3,25.00,R277,GCT,F,0,,,,,,,,,,,,,30,18,6,33.33%,,5,,,,,,28255.3,312,5838.87,0.064876333,1.62,12.48,13.00,,WI,OK
23,6,4,4,25.00,R293,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,50982.8,561,10819,0.120211111,3.01,22.44,13.39,,WI,OK
24,6,5,1,23.75,R167,BLT,F,30,6,2,33.33%,0,,,,,,,,,0,,,,,,,,,,,782302,423,6638.84,0.077647251,1.84,17.81,10.35,,WI,OK
24,6,5,2,23.75,R275,BLTxGCT,F,15,5,0,0.00%,,,,,,,,,,15,4,0,0.00%,,,,,,,,13275.4,107,1225.46,0.014332865,0.34,4.51,7.56,,WI,OK
24,6,5,3,23.75,R277,GCT,F,0,,,,,,,,,,,,,30,18,6,33.33%,,4,,,,,,18943.7,216,4092.09,0.047860702,1.14,9.09,12.50,,WI,OK
24,6,5,4,23.75,R293,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,46398.5,470,9550.08,0.111696842,2.65,19.79,13.41,,WI,OK
25,6,6,1,24.00,R167,BLT,F,30,6,2,33.33%,0,,,,,,,,,0,,,,,,,,,,,42919.7,17,332.466,0.003847986,0.09,0.71,13.04,,WI,OK
25,6,6,2,24.00,R275,BLTxGCT,F,15,5,0,0.00%,,,,,,,,,,15,4,0,0.00%,,,,,,,,605.82,,,,,,,,WI,OK
25,6,6,3,24.00,R277,GCT,F,0,,,,,,,,,,,,,30,18,6,33.33%,,4,,,,,,3269.42,45,547.247,0.006333877,0.15,1.88,8.11,,WI,OK
25,6,6,4,24.00,R293,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,12370.2,,,,,,,,WI,OK
26,7,0,1,20.00,DB300,GCT,M,0,,,,,,,,,,,,,30,28,6,21.43%,,,,,,,,96532.8,823,18248.4,0.25345,5.07,41.15,12.32,,,OK
26,7,0,2,20.00,DB301,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,49633.2,483,6970.07,0.096806528,1.94,24.15,8.02,,,OK
26,7,0,3,20.00,DB302,BLTxGCT,M,15,8,2,25.00%,,,,,,,,,,15,13,4,30.77%,,,,,,,,69519.3,405,7802.54,0.108368611,2.17,20.25,10.70,,,OK
26,7,0,4,20.00,DB303,BLT,M,30,13,9,69.23%,,,,,,,,,,0,,,,,,,,,,,84798.8,375,5953.72,0.082690556,1.65,18.75,8.82,,,OK
27,7,1,1,23.00,DB300,GCT,M,0,,,,,,,,,,,,,30,28,6,21.43%,,,,,,,,58021.5,694,15321.6,0.185043478,4.26,30.17,14.10,,,OK
27,7,1,2,23.00,DB301,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,48902.6,473,9015.05,0.108877415,2.50,20.57,12.18,,,OK
27,7,1,3,23.00,DB302,BLTxGCT,M,15,8,2,25.00%,,,,,,,,,,15,13,4,30.77%,,,,,,,,54208.2,580,11646.7,0.140660628,3.24,25.22,12.83,,,OK
27,7,1,4,23.00,DB303,BLT,M,30,13,9,69.23%,,,,,,,,,,0,,,,,,,,,,,104235,624,10596.1,0.127972222,2.94,27.13,10.85,,,OK
28,7,2,1,23.50,DB300,GCT,M,0,,,,,,,,,,,,,30,28,6,21.43%,,6,,,,,,62382.9,997,19333.5,0.228528369,5.37,42.43,12.66,,,OK
28,7,2,2,23.50,DB301,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,52139.8,353,6015.72,0.071107801,1.67,15.02,11.12,,,OK
28,7,2,3,23.50,DB302,BLTxGCT,M,15,8,2,25.00%,1,,,,,1,,,,15,13,4,30.77%,,3,,,,,1,53771.9,503,10592.6,0.125208038,2.94,21.40,13.75,,,OK
28,7,2,4,23.50,DB303,BLT,M,30,13,9,69.23%,4,4,,,,,1,,,0,,,,,,,,,,,112114,603,10035.5,0.118622931,2.79,25.66,10.86,,,OK
29,7,3,1,25.00,DB300,GCT,M,0,,,,,,,,,,,,,30,28,6,21.43%,,5,,,,,,57449.5,925,23401.4,0.260015556,6.50,37.00,17.57,,,OK
29,7,3,2,25.00,DB301,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,55937.8,461,8154.45,0.090605,2.27,18.44,12.28,,,OK
29,7,3,3,25.00,DB302,BLTxGCT,M,15,8,2,25.00%,1,,,,,1,,,,15,13,4,30.77%,,3,,,,,1,63071.7,843,17841.1,0.198234444,4.96,33.72,14.70,,,OK
29,7,3,4,25.00,DB303,BLT,M,30,13,9,69.23%,4,4,,,,,1,,,0,,,,,,,,,,,139619,593,10512.3,0.116803333,2.92,23.72,12.31,,,OK
30,7,4,1,22.00,DB300,GCT,M,0,,,,,,,,,,,,,30,28,6,21.43%,,5,,,,,,45529.4,948,24620,0.310858586,6.84,43.09,15.87,,,OK
30,7,4,2,22.00,DB301,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,62262.2,430,7549.88,0.095326768,2.10,19.55,10.73,,,OK
30,7,4,3,22.00,DB302,BLTxGCT,M,15,8,2,25.00%,1,,,,,0,,,,15,13,4,30.77%,,3,,,,,1,54755.8,791,17196,0.217121212,4.78,35.95,13.29,,,OK
30,7,4,4,22.00,DB303,BLT,M,30,13,9,69.23%,3,2,,,,,1,,,0,,,,,,,,,,,74133,508,11347.3,0.14327399,3.15,23.09,13.65,,,OK
31,7,5,1,22.50,DB300,GCT,M,0,,,,,,,,,,,,,30,28,6,21.43%,,5,,,,,,32311.1,537,10368.7,0.128008642,2.88,23.87,12.07,,,OK
31,7,5,2,22.50,DB301,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,72140.6,404,7817.98,0.096518272,2.17,17.96,12.09,,,OK
31,7,5,3,22.50,DB302,BLTxGCT,M,15,8,2,25.00%,0,,,,,0,,,,15,13,4,30.77%,,2,,,,,1,64330.6,779,15856.6,0.195760494,4.40,34.62,12.72,,,OK
31,7,5,4,22.50,DB303,BLT,M,30,13,9,69.23%,0,0,,,,,0,,,0,,,,,,,,,,,57202.9,497,10891,0.13445679,3.03,22.09,13.70,,,OK
32,8,0,1,24.00,R173,BLTxGCT,F,15,6,1,16.67%,,,,,,,,,,15,7,4,57.14%,,,,,,,,40121.4,155,1810.08,0.02095,0.50,6.46,7.79,,,OK
32,8,0,2,24.00,R281,BLT,F,30,11,9,81.82%,,,,,,,,,,0,,,,,,,,,,,681622,352,6278.85,0.072671875,1.74,14.67,11.89,,,OK
32,8,0,3,24.00,R282,GCT,F,0,,,,,,,,,,,,,30,24,11,45.83%,,,,,,,,711361,495,7703.9,0.089165509,2.14,20.63,10.38,,,OK
32,8,0,4,24.00,R283,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,500449,610,12279.3,0.142121528,3.41,25.42,13.42,,,OK
33,8,1,1,24.50,R173,BLTxGCT,F,15,6,1,16.67%,,,,,,,,,,15,7,4,57.14%,,,,,,,,13351.9,98,1379.91,0.015645238,0.38,4.00,9.58,,,OK
33,8,1,2,24.50,R281,BLT,F,30,11,9,81.82%,,,,,,,,,,0,,,,,,,,,,,360543,219,4815.72,0.0546,1.34,8.94,14.97,,,OK
33,8,1,3,24.50,R282,GCT,F,0,,,,,,,,,,,,,30,24,11,45.83%,,,,,,,,147847,285,6194.76,0.070235374,1.72,11.63,14.79,,,OK
33,8,1,4,24.50,R283,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,367908,184,3464.83,0.039283787,0.96,7.51,12.82,,,OK
34,8,2,1,23.00,R173,BLTxGCT,F,15,6,1,16.67%,,,1,,,,,,,15,7,4,57.14%,,4,,,,,,20544,236,3610.28,0.043602415,1.00,10.26,9.77,,,OK
34,8,2,2,23.00,R281,BLT,F,30,11,9,81.82%,8,,,,,,,1,,0,,,,,,,,,,,350043,354,6470.14,0.078141787,1.80,15.39,11.68,,,OK
34,8,2,3,23.00,R282,GCT,F,0,,,,,,,,,,,,,30,24,11,45.83%,,10,,,,,,650700,375,6345.11,0.076631763,1.76,16.30,10.81,,,OK
34,8,2,4,23.00,R283,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,445122,639,10652.2,0.128649758,2.96,27.78,10.65,,,OK
35,8,3,1,23.25,R173,BLTxGCT,F,15,6,1,16.67%,,,1,,,,,,,15,7,4,57.14%,,4,,,,,,21006.7,303,5577.34,0.066634886,1.55,13.03,11.89,,,OK
35,8,3,2,23.25,R281,BLT,F,30,11,9,81.82%,7,,,,,,,1,,0,,,,,,,,,,,418677,322,6399.77,0.076460812,1.78,13.85,12.84,,,OK
35,8,3,3,23.25,R282,GCT,F,0,,,,,,,,,,,,,30,24,11,45.83%,,10,,,,,,487318,416,8705.47,0.104008005,2.42,17.89,13.52,,,OK
35,8,3,4,23.25,R283,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,245133,388,5720.05,0.068339904,1.59,16.69,9.52,,,OK
36,8,4,1,23.50,R173,BLTxGCT,F,15,6,1,16.67%,,,1,,,,,,,15,7,4,57.14%,,4,,,,,,38378,528,9468.4,0.111919622,2.63,22.47,11.71,,,OK
36,8,4,2,23.50,R281,BLT,F,30,11,9,81.82%,4,,,,,,,0,,0,,,,,,,,,,,309436,291,6279.21,0.07422234,1.74,12.38,14.09,,,OK
36,8,4,3,23.50,R282,GCT,F,0,,,,,,,,,,,,,30,24,11,45.83%,,11,,,,,,305097,458,9211.58,0.108883924,2.56,19.49,13.13,,,OK
36,8,4,4,23.50,R283,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,290193,463,7763.96,0.091772577,2.16,19.70,10.95,,,OK
37,8,5,1,24.50,R173,BLTxGCT,F,15,6,1,16.67%,,,0,,,,,,,15,7,4,57.14%,,4,,,,,,32714.2,514,9186.35,0.104153628,2.55,20.98,12.16,,,OK
37,8,5,2,24.50,R281,BLT,F,30,11,9,81.82%,0,,,,,,,0,,0,,,,,,,,,,,561807,426,7097.13,0.080466327,1.97,17.39,11.34,,,OK
37,8,5,3,24.50,R282,GCT,F,0,,,,,,,,,,,,,30,24,11,45.83%,,11,,,,,,207681,356,5287.72,0.059951474,1.47,14.53,10.11,,,OK
37,8,5,4,24.50,R283,CONTROL,F,0,,,,,,,,,,,,,0,,,,,,,,,,,153533,366,5309.74,0.060201134,1.47,14.94,9.87,,,OK
38,9,0,1,23.50,DB304,GCT,M,0,,,,,,,,,,,,,30,22,8,36.36%,,,,,,,,13568.4,182,3668.2,0.043359338,1.02,7.74,13.16,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
38,9,0,2,23.50,DB305,CONTROL,M,0,,,,,,,,,,,,,0,,,#DIV/0!,,,,,,,,75712.5,430,6797.06,0.080343499,1.89,18.30,10.32,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
38,9,0,3,23.50,DB306,BLT,M,30,11,1,9.09%,,,,,,,,,,0,,,,,,,,,,,52754.6,564,9072.87,0.107244326,2.52,24.00,10.50,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
38,9,0,4,23.50,DB311,BLTxGCT,M,15,3,1,33.33%,,,,,,,,,,15,6,4,66.67%,,,,,,,,57960,495,8657.96,0.102339953,2.40,21.06,11.42,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
39,9,1,1,21.50,DB304,GCT,M,0,,,,,,,,,,,,,30,22,8,36.36%,,,,,,,,11872.7,263,5150.65,0.066545866,1.43,12.23,11.70,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
39,9,1,2,21.50,DB305,CONTROL,M,0,,,,,,,,,,,,,0,,,,,,,,,,,12757.5,150,2996.83,0.038718734,0.83,6.98,11.93,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
39,9,1,3,21.50,DB306,BLT,M,30,11,1,9.09%,,,,,,,,,,0,,,,,,,,,,,9929.35,181,3614.55,0.046699612,1.00,8.42,11.93,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
39,9,1,4,21.50,DB311,BLTxGCT,M,15,3,1,33.33%,,,,,,,,,,15,6,4,66.67%,,,,,,,,18229.3,203,4532.13,0.058554651,1.26,9.44,13.33,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
40,9,2,1,23.75,DB304,GCT,M,0,,,,,,,,,,,,,30,22,8,36.36%,,8,,,,,,14744.5,184,2642.41,0.03090538,0.73,7.75,9.47,"MISSING DAY 3 DATA, POWER SURGE + COMPUTER TURNED OFF",,OK
